Nom_du_festival,Code_postal_(de_la_commune_principale_de_deroulement),Commune_principale_de_deroulement,Region_principale_de_deroulement,Annee_de_creation_du_festival,Discipline_dominante,Site_internet_du_festival,Latitude,Longitude,Debut,Fin
Musiques Métisses,16000,Angoulême,Nouvelle-Aquitaine,1976,Musique,http://www.musiques-metisses.com,45.6472585146,0.14514490683,janvier,juin
Des Montagnes Et Des Bulles,74140,Orcier,Auvergne-Rhône-Alpes,8ème,"Livre, littérature",http://www.desmontagnesetdesbulles.com,46.3132216712,6.50123814187,septembre,décembre
Le Plein De Super,44560,Paimbœuf,Pays de la Loire,2016,"Cinéma, audiovisuel",www.laboitecarree.org,47.2863992883,-2.02807425552,juin,septembre
Seille De Crime,54760,Arraye-et-Han,Grand Est,2015,"Livre, littérature",https://seilledecrime.fr/,48.8354421206,6.28872660857,septembre,décembre
Festival Radio Crochet,66690,Palau-del-Vidre,Occitanie,1995,Musique,https://radiocrochet.wixsite.com/radiocrochet,42.5687032771,2.95809890817,septembre,décembre
Festival Traverse,79800,Pamproux,Nouvelle-Aquitaine,1999,Spectacle vivant,http://www.lavoligenicolasbonneau.fr/,46.4116775,-0.0432957775624,janvier,juin
Festival International Du Film De Montagne D'Autrans,38880,Autrans-Méaudre-en-Vercors,Auvergne-Rhône-Alpes,1983,"Cinéma, audiovisuel",www.festival-autrans.com,45.1321769623,5.52869303726,septembre,décembre
Pitchfork Music Festival,75019,Paris,Île-de-France,02/01/2011 00:00,Musique,www.pitchforkmusicfestival.fr/,48.886868623,2.38469432787,septembre,décembre
Les Nuits Vilaines,56130,Péaule,Bretagne,2019,Musique,Nous n'avons pas de site internet,47.5826411591,-2.33551260645,janvier,juin
Festival De Lectures Théâtrales,84000,Avignon,Provence-Alpes-Côte d'Azur,2017,Spectacle vivant,uptheatre-avignon.com,43.9352448339,4.84071572505,janvier,juin
Festi'Map,24000,Périgueux,Nouvelle-Aquitaine,2010,Musique,http://festimap.fr/,45.1918704873,0.711825549847,juin,septembre
Les Calebasses D'Avril,84000,Avignon,Provence-Alpes-Côte d'Azur,2012,Musique,CRREASUD.COM,43.9352448339,4.84071572505,janvier,juin
Les Folklories Internationales,84210,Pernes-Les-Fontaines,Provence-Alpes-Côte d'Azur,1993,Spectacle vivant,www.ville-pernes-les-fontaines.fr,43.9960550539,5.03959100234,juin,septembre
Auteurs En Acte,92220,Bagneux,Île-de-France,1994,Spectacle vivant,www.auteursenacte.com,48.7983229866,2.30989995212,janvier,juin
Music En Avre,28350,Saint-Lubin-des-Joncherets,Centre-Val de Loire,2019,Musique,www.musicenavre.com,48.7509228383,1.18734034626,juin,septembre
Festival International Du Film Policier De Beaune,21200,Beaune,Bourgogne-Franche-Comté,2009,"Cinéma, audiovisuel",www.beaunefestivalpolicier.com,47.0255189366,4.83767985985,janvier,juin
Mostra Teatrale,20246,Pieve,Corse,2015,Spectacle vivant,www.mostra-teatrale-pieve.com,42.5857060069,9.27821414573,juin,septembre
Conte & Compagnies,90000,Belfort,Bourgogne-Franche-Comté,2000,"Livre, littérature",https://www.territoiredebelfort.fr/evenements/conte-compagnies,47.6471539414,6.84541206237,septembre,décembre
Wee ! Week-End Électro,86000,Poitiers,Nouvelle-Aquitaine,2013,Musique,http://www.confort-moderne.fr,46.5839207726,0.359947653003,janvier,juin
"Festival Des Littératures Policières, Noires Et Sociales",25000,Besançon,Bourgogne-Franche-Comté,1998,"Livre, littérature",festival des littératures policières noires et sociales,47.2553872249,6.01948696494,janvier,juin
Lettres Nomades,62400,Béthune,Hauts-de-France,2018,"Livre, littérature",escalesdeslettres.com,50.5288922584,2.64242379342,janvier,juin
Marionnet'Ic,22520,Binic-Étables-sur-Mer,Bretagne,1999,Spectacle vivant,www.marionnetic.com,48.6255350477,-2.8413899481,janvier,juin
Les Rendez-Vous De L'Opéra Voyageur,58140,Brassy,Bourgogne-Franche-Comté,2018,Musique,www.operavoyageur.fr,47.2637724452,3.93404612826,juin,septembre
Festival De Musique De Pontlevoy,41400,Pontlevoy,Centre-Val de Loire,1985,Musique,www.pontlevoyfestival.com // https://www.festivaldepontlevoy.com/,47.3967107707,1.2300894563,juin,septembre
Astropolis Hiver,29200,Brest,Bretagne,2012,Musique,www.astropolis.org,48.4004997828,-4.5027907853,janvier,juin
Contes Et Légendes À La Ferme,77160,Provins,Île-de-France,2014,Pluridisciplinaire,https://contesetlegendesfest.wixsite.com/festival/,48.5633093312,3.28756780085,juin,septembre
Salaise Blues Festival,38150,Salaise-sur-sanne,Auvergne-Rhône-Alpes,1984,Musique,www.salaisebluesfestival.fr,45.3442511828,4.80860532784,janvier,juin
Festival Des Vendanges,34480,Puissalicon,Occitanie,2014,Musique,https://www.lesvendangesmusicales.fr/copie-de-album-edition-2019,43.4539009157,3.23775688397,septembre,décembre
Process,29000,Quimper,Bretagne,2019,Musique,Process-festival.com,47.9971425162,-4.09111944455,janvier,juin
Land Art,83820,Rayol-Canadel-sur-Mer,Provence-Alpes-Côte d'Azur,2017,"Arts visuels, arts numériques",www.domainedurayol.org,43.1642973413,6.47477478292,juin,septembre
Août Of Jazz,40130,Capbreton,Nouvelle-Aquitaine,1991,Musique,http://www.capbreton.fr/,43.6323255498,-1.42907243956,juin,septembre
Scènes D'Enfance,11000,Carcassonne,Occitanie,2007,Spectacle vivant,https://www.aude.fr/scenes-denfance,43.2093798444,2.34398855385,janvier,juin
Quartiers D'Été,35000,Rennes,Bretagne,1993,Musique,www.le4bis-ij.com/quartiersdete,48.1119791219,-1.68186449144,juin,septembre
Festi'Roche,42230,Roche-la-Molière,Auvergne-Rhône-Alpes,2016,Musique,https://www.festiroche.fr/,45.4259230436,4.32495559821,janvier,juin
À Portée De Rue,81100,Castres,Occitanie,2005,Musique,https://www.ville-castres.fr/fr/agenda/portee-de-rue-2021-2,43.6156511237,2.23787231587,juin,septembre
"Cergy, Soit !",95000,Cergy,Île-de-France,1998,Spectacle vivant,www.cergysoit.fr,49.0401131567,2.05082123731,septembre,décembre
Victor Dans La Ville,76000,Rouen,Normandie,2016,"Livre, littérature",www.aliasvictor.fr,49.4413460103,1.09256784278,janvier,juin
Musiques D'Ici Et D'Ailleurs,51000,Châlons-en-Champagne,Grand Est,1992,Musique,https://www.musiques-ici-ailleurs.com,48.9640892125,4.37883539725,juin,septembre
Festisagonne,18600,Sagonne,Centre-Val de Loire,1997,Musique,http://www.festisagonne.fr,46.8604606569,2.82886441436,juin,septembre
Dancing People Don'T Die,71100,Chalon-sur-Saône,Bourgogne-Franche-Comté,2018,Musique,www.dancingpeopledontdie.org,46.7900288793,4.85191555008,septembre,décembre
"Conte Toujours, Ca M'Intéresse",47340,Saint-Antoine-de-Ficalba,Nouvelle-Aquitaine,2018,Spectacle vivant,http://conteetoralite47.blogspot.fr,44.3406134125,0.720236260275,janvier,juin
Zone Zine,71100,Chalon-sur-Saône,Bourgogne-Franche-Comté,2018,"Arts visuels, arts numériques",www.zonezine.fr,46.7900288793,4.85191555008,janvier,juin
Gloriana,83510,Saint-Antonin-du-Var,Provence-Alpes-Côte d'Azur,2000,Musique,www.festivalgloriana.com,43.5112335006,6.29002187703,juin,septembre
Festival Argentique,14750,Saint-Aubin-sur-Mer,Normandie,2021,"Arts visuels, arts numériques",https://saintaubinsurmer.fr/festival-argentique-edition-2021/,49.3224328819,-0.39282763592,juin,septembre
Festival International Du Tambour,22000,Saint-Brieuc,Bretagne,2000,Musique,tamboursde89.org,48.5149806053,-2.76154552773,juin,septembre
Festival Saintscène,61250,Saint-Cénéri-le-Gérei,Normandie,2014,Musique,saintcene.fr,48.389040252,-0.0400378632747,juin,septembre
Les Grandes Oreilles,49120,Chemillé-en-Anjou,Pays de la Loire,2007,Pluridisciplinaire,https://www.atraverschamps.org/programmation-1,47.2272268469,-0.730188160448,juin,septembre
Empalot S'Agit (E),31400,Toulouse,Occitanie,2004,Pluridisciplinaire,https://www.agit-theatre.org/evenement/empalot-sagite-2021/,43.5963814303,1.43167293364,janvier,juin
Oh Fun Bak,60151,Choisy-au-Bac,Hauts-de-France,2008,Spectacle vivant,http://www.ohfunbak.labak.fr/,49.442089833,2.89567270285,juin,septembre
Rhino Jazz(S) Festival,42100,Saint-Chamond,Auvergne-Rhône-Alpes,1979,Musique,www.rhinojazz.com,45.4698319517,4.50184989506,septembre,décembre
En Bref!,94600,Choisy-le-Roi,Île-de-France,2018,Pluridisciplinaire,www.theatrecinemachoisy.fr,48.764315118,2.41742518222,septembre,décembre
Jazz Au Château,74270,Clermont,Auvergne-Rhône-Alpes,2000,Musique,http://www.jazzclubannecy.com,45.9734444894,5.90937510902,juin,septembre
Les Italiennes,44190,Clisson,Pays de la Loire,2005,Pluridisciplinaire,https://italiennesclisson.jimdofree.com/,47.097896998,-1.27042598067,juin,septembre
Fift Festival International Du Film Et Du Terroir,33820,Saint-Ciers-sur-Gironde,Nouvelle-Aquitaine,2016,"Cinéma, audiovisuel",www.enseancetenante.org,45.2980782445,-0.648058188533,septembre,décembre
Cluny Danse,71250,Cluny,Bourgogne-Franche-Comté,2012,Spectacle vivant,https://festivalclunydanse.com/,46.4303628582,4.67033276327,janvier,juin
Colmar Jazz Festival,68000,Colmar,Grand Est,1996,Musique,festival-jazz.colmar.fr,48.1099405789,7.38468690323,juin,septembre
C'Est Dans La Vallée,68160,Sainte-Marie-aux-Mines,Grand Est,2001,Musique,cestdanslavallee.fr,48.2285762223,7.16926143657,septembre,décembre
Causons Cases À Cousance,39190,Cousance,Bourgogne-Franche-Comté,1990,"Livre, littérature",http://www.causonscasesacousance.fr/,46.5333527445,5.37741644744,septembre,décembre
C'Est L'Printemps À Val Cenis,73500,Val-Cenis,Auvergne-Rhône-Alpes,2012,Musique,https://www.haute-maurienne-vanoise.com/winter/val-cenis/activities/events/cest-lprintemps-a-val-cenis/,45.3441528771,6.84789108583,janvier,juin
Bdécines,69150,Décines-Charpieu,Auvergne-Rhône-Alpes,2000,"Livre, littérature",http://leolagrange-decines.org/,45.7717277447,4.96142704635,janvier,juin
Saint-Émilion Jazz Festival,33330,Saint-Émilion,Nouvelle-Aquitaine,2012,Musique,http://www.saint-emilion-jazz-festival.com/,44.8999911844,-0.169955105989,juin,septembre
Festival International Du Grand Reportage D'Actualité Et Documentaire De Société - Les Écrans De La Réalité,59500,Douai,Hauts-de-France,1993,"Cinéma, audiovisuel",www.figra.fr,50.3823195335,3.09145683114,janvier,juin
Floreal Musical Epinal,88000,Épinal,Grand Est,01/01/1984 00:00,Musique,https://www.lorraineaucoeur.com,48.1631202656,6.47989286928,janvier,juin
Femme(S),42000,Saint-Étienne,Auvergne-Rhône-Alpes,2016,Musique,lepax.fr/,45.4301235512,4.37913997076,juin,septembre
Blues En Aveyron,12500,Espalion,Occitanie,2017,Musique,https://www.fabriceeulry-laboutique.com/blog/?page_id=11136,44.5188717043,2.76426608276,septembre,décembre
Le Rivage Des Voix,49410,Saint-Florent-le-Vieil,Pays de la Loire,2015,Musique,https://lerivagedesvoix.com/,47.3429800481,-0.869186945487,janvier,juin
Festival De La Voix,17500,Saint-Germain-de-Lusignan,Nouvelle-Aquitaine,1990,Musique,http://arts-et-spectacles.e-monsite.com/,45.4642351151,-0.44363159116,janvier,juin
Festival De Vébron,48400,Florac-Trois-Rivières,Occitanie,1987,"Cinéma, audiovisuel",https://festivalvebron.fr/,44.3162079295,3.58273527435,juin,septembre
Acte,30800,Saint-Gilles,Occitanie,2020,Spectacle vivant,https://acte.bio/,43.6582880911,4.4077842781,janvier,juin
Le Grand Unisson,45140,Saint-Jean-de-la-Ruelle,Centre-Val de Loire,1990,Musique,www.ville-saintjeandelaruelle.fr,47.9116141172,1.87108144709,janvier,juin
Chahut Au Château,39570,Gevingey,Bourgogne-Franche-Comté,2014,Spectacle vivant,https://chahutauchateau.com/,46.6375986496,5.50938673759,juin,septembre
Chouet Festival,42155,Saint-Jean-Saint-Maurice-sur-Loire,Auvergne-Rhône-Alpes,2006,Pluridisciplinaire,www.lacure.fr,45.9576591068,3.98572458074,janvier,juin
Rencontres Cinéma De Gindou,46250,Gindou,Occitanie,1985,"Cinéma, audiovisuel",www.gindoucinema.org,44.6266225054,1.26418092568,janvier,juin
Musicaves,71640,Givry,Bourgogne-Franche-Comté,1998,Musique,https://festival-les-musicaves.fr/,46.7702122725,4.75441496992,juin,septembre
Étonnants Voyageurs,35400,Saint-Malo,Bretagne,1990,"Livre, littérature",https://www.etonnants-voyageurs.com,48.6400443482,-1.98060627256,janvier,juin
Les Rendez-Vous Du Livre,17410,Saint-Martin-de-Ré,Nouvelle-Aquitaine,2016,"Livre, littérature",http://www.cc-iledere.fr/,46.1990908569,-1.36683779933,septembre,décembre
Experimenta,38000,Grenoble,Auvergne-Rhône-Alpes,2011,Pluridisciplinaire,https://www.experimenta.fr/,45.1821215167,5.72133051752,septembre,décembre
Les Dimanches De La Scène,83310,Grimaud,Provence-Alpes-Côte d'Azur,2019,Spectacle vivant,www.mairie-grimaud.fr,43.2820282501,6.53303224114,septembre,décembre
Bonus,35630,Hédé-Bazouges,Bretagne,2011,Spectacle vivant,www.theatre-de-poche.com,48.3018808207,-1.77748405021,juin,septembre
Les Pieds Qui Rient,37700,Saint-Pierre-des-Corps,Centre-Val de Loire,2018,Spectacle vivant,https://ciecincleplongeur.fr/festival-les-pieds-qui-rient/,47.3884488197,0.738011772072,janvier,juin
Arrius En Scène,38540,Heyrieux,Auvergne-Rhône-Alpes,2017,Spectacle vivant,https://www.arriusenscene.com/historique,45.6280667803,5.05921319142,septembre,décembre
Le P'Tit Pim,71520,Saint-Point,Bourgogne-Franche-Comté,2015,Spectacle vivant,lapimenterie.fr,46.3371050724,4.62126526251,septembre,décembre
Music'En Brousse,70500,Jussey,Bourgogne-Franche-Comté,1999,Musique,music-en-brousse.fr,47.8171454049,5.88977076116,juin,septembre
Athena Blues,59880,Saint-Saulve,Hauts-de-France,2017,Musique,http://bluesinathena.wixsite.com/bluesinathena/blues-in-festival/,50.3750172475,3.56642418912,septembre,décembre
Festival Breton De La Baule,44350,La Baule-Escoublac,Pays de la Loire,1947,Musique,www.pardon-de-la-baule.fr/,47.2909720179,-2.3538291745,juin,septembre
Soirées Lyriques De Sanxay,86600,Sanxay,Nouvelle-Aquitaine,2000,Musique,http://operasanxay.fr/,46.4960318018,-0.00840229241339,juin,septembre
Festival Du Mont Gargan,87130,La Croisille-sur-Briance,Nouvelle-Aquitaine,1966,Spectacle vivant,http://www.ecoledumontgargan.com/,45.6190453687,1.60371585953,juin,septembre
Mômes En Folies,49400,Saumur,Pays de la Loire,2003,Musique,http://saisonculturelle.agglo-saumur.fr/la-saison/festival-momes-en-folie,47.2673853525,-0.0830410591988,janvier,juin
La Rue Bucolique,50440,La Hague,Normandie,2005,Spectacle vivant,espacecultureldelahague.com,49.6631647329,-1.84267363083,juin,septembre
Théâtre À Seilhac,19700,Seilhac,Nouvelle-Aquitaine,2015,Spectacle vivant,http://www.facebook.com/festivaltheatreaseilhac,45.3668078049,1.72303452473,juin,septembre
Festival De Folklore D’Anjou Et Du Monde,49250,La Ménitré,Pays de la Loire,1954,Spectacle vivant,https://www.lamenitre.fr/Festival-d-Anjou-et-du-Monde.html,47.4070050575,-0.256671293231,juin,septembre
Journées Du Manga Sayonne'Ara,89100,Sens,Bourgogne-Franche-Comté,2012,"Livre, littérature",www.sayonneara.fr,48.1956727015,3.29793332552,janvier,juin
Bel Air Claviers Festival,73490,La Ravoire,Auvergne-Rhône-Alpes,2012,Musique,www.rencontresbelair.com,45.5561328197,5.9602608047,septembre,décembre
Pic'Arts,2200,Septmonts,Hauts-de-France,1998,Musique,www.festival-picarts.com,49.3384597812,3.36210276584,juin,septembre
Shake La Rochelle !,17000,La Rochelle,Nouvelle-Aquitaine,2016,Spectacle vivant,http://shakelarochelle.com/,46.1620643972,-1.17465702836,septembre,décembre
Bulles En Buch - Salon Bd,33115,La Teste-de-Buch,Nouvelle-Aquitaine,2010,"Livre, littérature",www.latestedebuch.fr,44.5561823053,-1.17530826791,janvier,juin
Festiv'Cornemuses,40140,Soustons,Nouvelle-Aquitaine,2017,Musique,http://www.festivcornemuses.com,43.7498040758,-1.3280117155,juin,septembre
La Semaine Nomade,29870,Landéda,Bretagne,2019,"Livre, littérature",facebook @lasemainenomade,48.5889449364,-4.57696807959,septembre,décembre
Contre-Temps,67000,Strasbourg,Grand Est,2004,Musique,www.contre-temps.net,48.5712679849,7.76752679517,janvier,juin
Bordures,35660,Langon,Bretagne,2016,Musique,https://www.bordures.bzh/,47.733471612,-1.87194975237,janvier,juin
Festival International De Boogie Woogie À Laroquebrou,15150,Laroquebrou,Auvergne-Rhône-Alpes,21ème,Musique,http://www.boogie-laroquebrou.com,44.974801878,2.19344155664,juin,septembre
Marathon Video 48H,67000,Strasbourg,Grand Est,2009,"Cinéma, audiovisuel",https://www.mv48h.fr/,48.5712679849,7.76752679517,janvier,juin
Le Crotoy Jazz,80550,Le Crotoy,Hauts-de-France,2010,Musique,https://www.facebook.com/Le-Crotoy-Jazz-Festival-530454370331993/,50.2439123347,1.62316246487,juin,septembre
Fest'In Zone By Port-Camargue,30240,Le Grau-du-Roi,Occitanie,2017,Musique,https://www.letsgrau.com/festin-zone.html,43.5072810882,4.16622948662,juin,septembre
Piano Is Not Dead,76620,Le Havre,Normandie,2012,Musique,www.pianoisnotdead.fr,49.498452502,0.140153719153,septembre,décembre
Festival Des Bords De Vire,50420,Tessy Bocage,Normandie,2012,"Arts visuels, arts numériques",usine-utopik.com,48.9633310504,-1.08464396412,janvier,juin
Festival De Printemps,85210,Thiré,Pays de la Loire,2017,Musique,www.vendee.fr,46.5433098199,-1.00699777534,janvier,juin
Melting'Fest,50000,Le Mesnil-Rouxelin,Normandie,1997,Musique,https://meltingpotes50.wixsite.com/meltingfest,49.1423322166,-1.07833436341,janvier,juin
Les Mots D'Authônes,74230,Thônes,Auvergne-Rhône-Alpes,2014,"Livre, littérature",http://www.salondulivre-thones.fr/,45.8852613668,6.31953220709,septembre,décembre
Meeting Musical Des Monts-Dore,63240,Le Mont-Dore,Auvergne-Rhône-Alpes,1985,Musique,http://meeting-musical-des-monts-dore.fr/,45.5760999131,2.80995918175,juin,septembre
Festi'Danse,97160,Le Moule,Guadeloupe,2017,Spectacle vivant,https://www.facebook.com/FestiDanses/,16.3204595682,-61.3718985191,juin,septembre
Festival Origines Contrôlées,31200,Toulouse,Occitanie,2016,Pluridisciplinaire,https://tactikollectif.org/festival-origines-controlees-2021/,43.5963814303,1.43167293364,septembre,décembre
Festival De Films De Mémoire,97160,Le Moule,Guadeloupe,2020,"Cinéma, audiovisuel",www.apcag.com,16.3204595682,-61.3718985191,septembre,décembre
Salon Du Livre Lempzours,24800,Lempzours,Nouvelle-Aquitaine,2008,"Livre, littérature",www.salonlivrelempzours.fr,45.354947204,0.823741307608,septembre,décembre
Court En Scène,10000,Troyes,Grand Est,2016,"Cinéma, audiovisuel",www.courtenscene.com,48.2967099637,4.07827967525,septembre,décembre
Next,59100,Lille,Hauts-de-France,2008,Spectacle vivant,https://nextfestival.eu/fr,50.6317183168,3.04783272312,septembre,décembre
Festival Des Arts De Rue D'Uzerche,19140,Uzerche,Nouvelle-Aquitaine,2012,Spectacle vivant,http://uzerchefestival.wixsite.com/uzerche-arts-de-rue,45.4238857521,1.56525480659,juin,septembre
Rendez-Vous Hip-Hop,59000,Lille,Hauts-de-France,2015,Musique,https://flow.lille.fr/,50.6317183168,3.04783272312,janvier,juin
"1, 2, 3, Pestacles",64110,Uzos,Nouvelle-Aquitaine,2014,Spectacle vivant,http://www.123pestacles.fr/,43.2607603254,-0.349153042882,janvier,juin
Conteurs En Campagne,62190,Lillers,Hauts-de-France,1993,Spectacle vivant,www.foyersruraux5962.fr,50.5614379612,2.48197499021,septembre,décembre
Vand'Influence,54500,Vandœuvre-lès-Nancy,Grand Est,2009,Musique,site de la ville,48.6579999356,6.16531229307,janvier,juin
Territoire(S) D'Images,87000,Limoges,Nouvelle-Aquitaine,2017,"Cinéma, audiovisuel",http://produire-en-nouvelle-aquitaine.org/index.php/territoires-dimages/,45.8542549589,1.2487579024,septembre,décembre
Écriture Hors Les Murs,69120,Vaulx-en-Velin,Auvergne-Rhône-Alpes,2007,"Livre, littérature",https://vaulx-en-velin.net/agenda/festival-ecriture-hors-les-murs-atelier-decriture/,45.7858821061,4.92637767698,janvier,juin
Fête Du Livre D'Artiste,74380,Lucinges,Auvergne-Rhône-Alpes,2014,"Livre, littérature",https://www.archipel-butor.fr/evenement/fete-du-livre-dartiste-2022/,46.1940296525,6.32983573974,septembre,décembre
Electrochic,78140,Vélizy-Villacoublay,Île-de-France,2017,Musique,http://www.festivalelectrochic.fr/,48.783985823,2.19707485523,janvier,juin
Semaine Du Cinéma Allemand,41100,Vendôme,Centre-Val de Loire,1989,"Cinéma, audiovisuel",http://www.prokino.fr/,47.8013026692,1.06106057175,janvier,juin
Bulles En Nord,59390,Lys-lez-Lannoy,Hauts-de-France,1987,"Livre, littérature",https://fr-fr.facebook.com/pages/category/Interest/Festival-Bulles-en-Nord-Lys-lez-Lannoy-1515137362077712/,50.6721775091,3.2172382556,septembre,décembre
Férréofolies,84750,Viens,Provence-Alpes-Côte d'Azur,2015,Musique,www.chapellesaintferreol.com,43.9031226397,5.5602158314,juin,septembre
Tfestival Du Vilar,66740,Villelongue-Dels-Monts,Occitanie,1993,Spectacle vivant,https://www.lepetitagenda.com/fr/festivals/festival-international-lyrique-et-medieval-du-vilar,42.5236011382,2.89994789711,juin,septembre
Le Bon Air,13003,Marseille,Provence-Alpes-Côte d'Azur,2016,Musique,http://www.le-bon-air.com/,43.296346,5.369889,janvier,juin
Accès Libre,48000,Mende,Occitanie,2007,Spectacle vivant,http://lhivernu.com/index.php/actualites/,44.5294508592,3.48086881176,janvier,juin
Cabourg Mon Amour,14390,Cabourg,Normandie,2012,Musique,https://cabourgmonamour.fr/,49.2834863414,-0.125512945279,juin,septembre
